titre,auteur,langue,genre,description,annee,source
Documents of the Assembly of the State of New York,New York (State). Legislature. Assembly,anglais,New York (State),Description non disponible,1872,https://play.google.com/store/books/details?id=AKNZI68PWSIC&source=gbs_api
The One in the Middle Is the Green Kangaroo - Literature Kit Gr. 1-2,Lisa Renaud,anglais,Education,"Find out what it's like to be the middle child and what it means to be able to stand out and feel special. Students gain a deeper understanding of their own mind to visualize what makes them unique. Sort words from the story as short a or long a vowels. Complete quotes from the story with their missing quotation marks. Recognize whether Freddy practiced for his part before or after he showed how well he could jump. Students draw their own interpretation of Freddy's costume for the play, and explain how it fits and some of its important details. Brainstorm things that would make a good play and things that would make a bad play. Students compare themselves to Freddy in a Venn Diagram graphic organizer. Aligned to your State Standards and written to Bloom's Taxonomy, additional crossword, word search, comprehension quiz and answer key are also included. About the Novel: Freddy Dissel feels trapped between an older brother and younger sister. As the middle child, he feels neglected by everyone around him. He lost his room to his younger sister, and now shares with his older brother. He doesn't get new clothes of his own, but instead wears his brother's hand-me-downs. He is too young to play with his older brother, but too old to play with his younger sister. One day, Freddy learns of a school play and decides to try out for it. The only problem being, it's only for the fifth and sixth graders. But that doesn't stop Freddy. He lands a special part as the green kangaroo. Now Freddy can shine out front, no longer stuck in the middle.",2017,http://books.google.com/books?id=9honDwAAQBAJ&dq=book&hl=&source=gbs_api
Creative Teacher 2/E (BOOK),"Steve Springer, Brandy Alexander, Kimberly Persiani",anglais,Education,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. Give your lesson plans a jolt of creativity and get better results from your students. Winner of a Teacher's Choice Award! To keep your students engaged in the classroom, you have to get them excited about learning. From the authors of The Organized Teacher, this award-winning resource offers hundreds of creative ideas to reenergize your lesson plans for any subject, across all grades (K−6)—from waking up the tired book report to making math fun. Just a few of the ideas inside The Creative Teacher, Second Edition: ""I woke up five inches tall"" and other quick-start creative-writing prompts How-it-works science experiments with electricity, ice cream, volcanoes--even how to make flubber Enthusiasm-generating math tools—from clock and fraction templates to creating your own money . . . and more! This new edition has been revised to align with the Common Core Standards and boasts a new CD-ROM with many pages of reproducible content including worksheets, project ideas, templates for journal pages, and more. From submarine sandwich book reports to graphic organizers to help incorporating writing into math curriculum, The Creative Teacher, Second Edition, has ideas and materials to add zing to your classroom plans as you incorporate the Common Core Standards.",2014,http://books.google.com/books?id=KwtPAgAAQBAJ&dq=book&hl=&source=gbs_api
Syllabus for the Study of Book Selection for Use in Connection with Library Service 271,Columbia University. School of Library Service,anglais,Book selection,Description non disponible,1937,http://books.google.com/books?id=cDQERIk_8zcC&dq=book&hl=&source=gbs_api
Parliamentary Debates,Inconnu,anglais,Non spécifié,Description non disponible,1890,https://play.google.com/store/books/details?id=q2nJlhPVmrwC&source=gbs_api
Cases Argued and Decided in the Supreme Court of the United States,United States. Supreme Court,anglais,"Law reports, digests, etc",Description non disponible,1886,https://play.google.com/store/books/details?id=-Tzw3b2__6cC&source=gbs_api
Billboard,Inconnu,anglais,Non spécifié,"In its 114th year, Billboard remains the world's premier weekly music publication and a diverse digital, events, brand, content and data licensing platform. Billboard publishes the most trusted charts and offers unrivaled reporting about the latest music, video, gaming, media, digital and mobile entertainment issues and trends.",2008,http://books.google.com/books?id=pBQEAAAAMBAJ&dq=book&hl=&source=gbs_api
A Dictionary of Hymnology,John Julian,anglais,Hymns,Description non disponible,1892,https://play.google.com/store/books/details?id=bTaf3A1PCZkC&source=gbs_api
The People's Year Book,Inconnu,anglais,Cooperation,Description non disponible,1926,http://books.google.com/books?id=kUQVLVXvGhgC&dq=book&hl=&source=gbs_api
Some Problems in Book Selection Policies and Practices in Medium-sized Public Libraries,Dorothy Bendix,anglais,Book selection,Description non disponible,1959,http://books.google.com/books?id=TdppjJFzeL4C&dq=book&hl=&source=gbs_api
“The” Book of the Prophet Isaiah: Chapters XL-LXVI. 1906,John Skinner,anglais,Bible,Description non disponible,1910,http://books.google.com/books?id=_jxVcc-1RhMC&dq=book&hl=&source=gbs_api
House documents,Inconnu,anglais,Non spécifié,Description non disponible,1881,https://play.google.com/store/books/details?id=B1XsVY9PHjkC&source=gbs_api
Report of the Board of Education,Connecticut. State Board of Education,anglais,Education,Description non disponible,1896,https://play.google.com/store/books/details?id=NpyzxB78GJgC&source=gbs_api
The World Almanac and Book of Facts 2004,William A. McGeveran,anglais,Reference,B & T Local 12-13-2003 $15.95.,2004,http://books.google.com/books?id=7ulGRwKrXLAC&dq=book&hl=&source=gbs_api
The Furniture Manufacturers' Blue Book,Inconnu,anglais,Non spécifié,Description non disponible,1927,http://books.google.com/books?id=cs43cBF5E5oC&dq=book&hl=&source=gbs_api
Proceedings,Chicago (Ill.). Board of Education,anglais,Education,Description non disponible,1884,https://play.google.com/store/books/details?id=vBfOo0EClOQC&source=gbs_api
Elements of Practical Arithmetic,John P. Payson,anglais,Arithmetic,Description non disponible,1887,https://play.google.com/store/books/details?id=K1rMLYVZzysC&source=gbs_api
The Works of the British Dramatists,Sir John Scott Keltie,anglais,Drama,Description non disponible,1875,https://play.google.com/store/books/details?id=Q9wVMYzN--EC&source=gbs_api
The Shorthand Collection in the Free Reference Library,"Manchester Public Libraries (Manchester, England)",anglais,Shorthand,Description non disponible,1891,https://play.google.com/store/books/details?id=eNAMmRn2DVAC&source=gbs_api
"300 Books for Boys and Girls in Wisconsin High Schools, 1941",Wisconsin. Department of Public Instruction,anglais,Children's literature,Description non disponible,1941,http://books.google.com/books?id=7qeQS2ScPowC&dq=book&hl=&source=gbs_api
The Gardener's Monthly and Horticultural Advertiser,Inconnu,anglais,Gardening,Description non disponible,1878,https://play.google.com/store/books/details?id=WlsuYM4_gisC&source=gbs_api
"Polonaises, Piano",Frédéric Chopin,anglais,Piano music,Description non disponible,1894,https://play.google.com/store/books/details?id=9-kqsxF29TgC&source=gbs_api
Library Books,Indiana. Department of Public Instruction,anglais,School libraries,Description non disponible,1922,http://books.google.com/books?id=JMCm4X9NjOwC&dq=book&hl=&source=gbs_api
Catalogue of Printed Books in the Sanskrit College Library,"Sanskrit College (Kolkata, India). Library",anglais,Library catalogs,Description non disponible,1919,http://books.google.com/books?id=pmo4_fKewUUC&dq=book&hl=&source=gbs_api
Year Books of Edward II.,Inconnu,anglais,Great Britain,Description non disponible,1914,http://books.google.com/books?id=mYZoPIxQsZsC&dq=book&hl=&source=gbs_api
Primitive Methodist,Inconnu,anglais,Non spécifié,Description non disponible,1896,https://play.google.com/store/books/details?id=5SgpScR0gdUC&source=gbs_api
Der Freischütz. (The Freeshooter.) Romantic Opera in Three Acts ... Edited ... by N. Macfarren. [Vocal Score.],Carl Maria von Weber,anglais,Non spécifié,Description non disponible,1872,https://play.google.com/store/books/details?id=NW05l_aM0lMC&source=gbs_api
A Suggested List of Books for Secondary School and Training College Libraries in Ghana,Ghana Library Board. School and College Library Department,anglais,Academic libraries,Description non disponible,1973,http://books.google.com/books?id=IyDGDkyDN2IC&dq=book&hl=&source=gbs_api
Census of Indian Manufactures,Inconnu,anglais,Manufactures,Description non disponible,1955,http://books.google.com/books?id=m6ePjdQWhIcC&dq=book&hl=&source=gbs_api
Monthly Statistics of the Foreign Trade of India,Inconnu,anglais,Exports,Each issue includes data cumulative from the beginning of the report year.,1963,http://books.google.com/books?id=rw3a6c8AtWcC&dq=book&hl=&source=gbs_api
Books of Travel,Urban T. Holmes (Jr.),anglais,Voyages and travels,Description non disponible,1927,http://books.google.com/books?id=MKCk8y_4EpsC&dq=book&hl=&source=gbs_api
Georgia Education Journal,Inconnu,anglais,Education,Description non disponible,1928,http://books.google.com/books?id=MVSXizMYXucC&dq=book&hl=&source=gbs_api
Cassette Books,Library of Congress. National Library Service for the Blind and Physically Handicapped,anglais,Talking books,Description non disponible,,http://books.google.com/books?id=MJbwxQDjBS4C&dq=book&hl=&source=gbs_api
Lists of Books for a High School Student's Reading,"Lakewood High School (Lakewood, Ohio)",anglais,Best books,Description non disponible,1927,http://books.google.com/books?id=0cEh-WHgIQIC&dq=book&hl=&source=gbs_api
Administration Report,Kerala (India). Dept. of Municipalities,anglais,Municipal government,Description non disponible,1973,http://books.google.com/books?id=NlIMfTqRmWEC&dq=book&hl=&source=gbs_api
"Census of India, 1961",India. Office of the Registrar General,anglais,India,Description non disponible,1962,http://books.google.com/books?id=TwoQ4M64HPAC&dq=book&hl=&source=gbs_api
"Census of India, 1971",India. Office of the Registrar,anglais,Bihar (India),Description non disponible,1973,http://books.google.com/books?id=IZ8fxSXRgy4C&dq=book&hl=&source=gbs_api
Monthly Bulletin of Books Added to the Public Library of the City of Boston,Boston Public Library,anglais,Non spécifié,Description non disponible,1905,http://books.google.com/books?id=o7wdMr-Oi8QC&dq=book&hl=&source=gbs_api
The Imitation of Christ,Thomas a Kempis,anglais,Non spécifié,Description non disponible,1873,https://play.google.com/store/books/details?id=NKPnvCS9j1EC&source=gbs_api
"Census of India, 1971: Census atlas. A (i)-(ii) Administrative atlas",India. Office of the Registrar,anglais,Bihar (India),Description non disponible,1971,http://books.google.com/books?id=uQUQuCnRHFQC&dq=book&hl=&source=gbs_api
Radio News,Inconnu,anglais,Electronics,"Some issues, 1943-July 1948, include separately paged and numbered section called Radio-electronic engineering edition (called Radionics edition in 1943).",1923,http://books.google.com/books?id=rx9XTiHBrRsC&dq=book&hl=&source=gbs_api
Administration Report of the Jails in Tamil Nadu,Tamil Nadu (India). Jail Dept. Probation Branch,anglais,Non spécifié,Description non disponible,1972,http://books.google.com/books?id=44Qa2MrJ2lUC&dq=book&hl=&source=gbs_api
"A Catalog of Books Represented by Library of Congress Printed Cards Issued to July 31, 1942",Inconnu,anglais,American literature,Description non disponible,1942,http://books.google.com/books?id=DBDcJMNFDo8C&dq=book&hl=&source=gbs_api
"Census of India, 1971: A. General population tables. A. suppl. Standard urban areas. B. (i)-(iii) General economic tables. C:(i)-(ii) Social and cultural tables. D. Migration tables",India. Office of the Registrar,anglais,Bihar (India),Description non disponible,1973,http://books.google.com/books?id=dFU9lLZydcMC&dq=book&hl=&source=gbs_api
American Monthly Review of Reviews,Albert Shaw,anglais,"Periodicals, English",Description non disponible,1928,http://books.google.com/books?id=uUZ_4S-BAGgC&dq=book&hl=&source=gbs_api
National Education,Inconnu,anglais,Education,Description non disponible,1957,http://books.google.com/books?id=jBTQI6zq9IwC&dq=book&hl=&source=gbs_api
The Supervisors Service Bulletin,Inconnu,anglais,Non spécifié,Description non disponible,1924,http://books.google.com/books?id=Td_jEbN3G9oC&dq=book&hl=&source=gbs_api
Water Resources Data,Inconnu,anglais,Stream measurements,Description non disponible,1994,http://books.google.com/books?id=sMILEGHa88EC&dq=book&hl=&source=gbs_api
Returns of Agricultural Statistics of British India and the Native State of Mysore,Inconnu,anglais,Agriculture,Description non disponible,1943,http://books.google.com/books?id=xDqL1WecOOUC&dq=book&hl=&source=gbs_api
City Document ...,Worcester (Mass.),anglais,Worcester (Mass.),Description non disponible,1915,http://books.google.com/books?id=cW3HYKYOdisC&dq=book&hl=&source=gbs_api
New Serial Titles,Inconnu,anglais,Periodicals,"A union list of serials commencing publication after Dec. 31, 1949.",1989,http://books.google.com/books?id=1MruqrWx5igC&dq=book&hl=&source=gbs_api
The Accountant,Inconnu,anglais,Accounting,Description non disponible,1913,http://books.google.com/books?id=aSz03yCAmc4C&dq=book&hl=&source=gbs_api
The Academy,Inconnu,anglais,Non spécifié,Description non disponible,1876,https://play.google.com/store/books/details?id=ayNLBGqEHz0C&source=gbs_api
The Parliamentary Debates (official Report).,Great Britain. Parliament. House of Commons,anglais,Great Britain,Description non disponible,1928,http://books.google.com/books?id=c2c_Y95fwpEC&dq=book&hl=&source=gbs_api
Rays from the Rose Cross,Inconnu,anglais,Rosicrucians,Description non disponible,1924,http://books.google.com/books?id=e5T-suFSxS0C&dq=book&hl=&source=gbs_api
Monthly Statistical Bulletin,Inconnu,anglais,Pakistan,Description non disponible,1996,http://books.google.com/books?id=KnM-yGTn414C&dq=book&hl=&source=gbs_api
Report of the Chief Registrar of Friendly Societies for the Year ...,Registry of Friendly Societies (Great Britain),anglais,Fraternal organizations,Description non disponible,1966,http://books.google.com/books?id=ZOYbffNUJm0C&dq=book&hl=&source=gbs_api
The Mathematics Teacher,Inconnu,anglais,Mathematics,Description non disponible,1922,http://books.google.com/books?id=2kwH8pZKLLEC&dq=book&hl=&source=gbs_api
The Encyclopedia Americana,Inconnu,anglais,Encyclopedias and dictionaries,Description non disponible,1924,http://books.google.com/books?id=rVlhZ--0IpEC&dq=book&hl=&source=gbs_api
Arena,Inconnu,anglais,Architecture,Description non disponible,1906,http://books.google.com/books?id=LjRLTHHDJioC&dq=book&hl=&source=gbs_api
Education,Inconnu,anglais,Education,Description non disponible,1911,http://books.google.com/books?id=2lc0d9rXYe8C&dq=book&hl=&source=gbs_api
Tams-Witmark Music Library,Tams-Witmark Musical Library,anglais,Music,Description non disponible,1989,http://books.google.com/books?id=V7B94KBw_SEC&dq=book&hl=&source=gbs_api
Education Code,California Code Commission,anglais,Educational law and legislation,Description non disponible,1961,http://books.google.com/books?id=ieZquAySWt8C&dq=book&hl=&source=gbs_api
China Yearbook,Inconnu,anglais,China,Description non disponible,1974,http://books.google.com/books?id=6UFXCmR0rHcC&dq=book&hl=&source=gbs_api
Journal of Education,Inconnu,anglais,Education,Description non disponible,1928,http://books.google.com/books?id=C-2vBYKpe20C&dq=book&hl=&source=gbs_api
Manual of Library Economy,American Library Association,anglais,Library science,Description non disponible,1916,http://books.google.com/books?id=N4DtNd1Nh38C&dq=book&hl=&source=gbs_api
Imperial Bible Dictionary,Patrick Fairbairn,anglais,Non spécifié,Description non disponible,1887,https://play.google.com/store/books/details?id=37oza7GCEmgC&source=gbs_api
Kansas,Inconnu,anglais,Kansas,Description non disponible,1976,http://books.google.com/books?id=e0HPjRsOb7MC&dq=book&hl=&source=gbs_api
Texas Legislators News Digest,Inconnu,anglais,Libraries,"""Directory and statistics"" (called -1954 ""Directory of Texas libraries"") issued as Apr. number, 1954-58 (Apr. 1954 as Special ed.)",1963,http://books.google.com/books?id=8ILPTq89Tk0C&dq=book&hl=&source=gbs_api
The Yale Courant,Inconnu,anglais,Non spécifié,Description non disponible,1894,https://play.google.com/store/books/details?id=Ft0m5EC05b8C&source=gbs_api
The Radio Dealer,Inconnu,anglais,Radio,Description non disponible,1926,http://books.google.com/books?id=ky8DLbXoZI8C&dq=book&hl=&source=gbs_api
Introduction to Research,"Walther G. Prausnitz, Armour H. Nelson",anglais,Report writing,Description non disponible,1959,http://books.google.com/books?id=d0TGHlY8bmgC&dq=book&hl=&source=gbs_api
The Outlook,Inconnu,anglais,Non spécifié,Description non disponible,1919,http://books.google.com/books?id=lFR30LdlfI4C&dq=book&hl=&source=gbs_api
Reports of the Minister of Education,Ontario. Department of Education,anglais,Non spécifié,Description non disponible,1911,http://books.google.com/books?id=I0_-r7f5klwC&dq=book&hl=&source=gbs_api
The Midland Monthly,Inconnu,anglais,North America,Description non disponible,1897,https://play.google.com/store/books/details?id=UXd206q1-2UC&source=gbs_api
Journal of Housing Economics,Inconnu,anglais,Housing,Description non disponible,1996,http://books.google.com/books?id=bUKWYSiFpC0C&dq=book&hl=&source=gbs_api
History of Medieval Philosophy,Maurice Wulf,anglais,"Philosophy, Medieval",Description non disponible,1926,http://books.google.com/books?id=37I_sGBiRw4C&dq=book&hl=&source=gbs_api
Dictionary Catalog of the Map Division,New York Public Library. Map Division,anglais,Dictionary catalogs,Description non disponible,1971,http://books.google.com/books?id=J2qp1fvl6kgC&dq=book&hl=&source=gbs_api
Chemical Abstracts,Inconnu,anglais,Chemistry,Description non disponible,1920,http://books.google.com/books?id=excyDl-2r7sC&dq=book&hl=&source=gbs_api
United States Official Postal Guide,Inconnu,anglais,Postal service,Description non disponible,1916,http://books.google.com/books?id=3DHcbGaARKMC&dq=book&hl=&source=gbs_api
Horsefeathers,Inconnu,anglais,Libraries,Description non disponible,1987,http://books.google.com/books?id=QpA_dT8xSeYC&dq=book&hl=&source=gbs_api
Horati carminum,Horace,anglais,Non spécifié,Description non disponible,1900,http://books.google.com/books?id=toUrsa6NTGYC&dq=book&hl=&source=gbs_api
The New York State Exhibitor ...,Inconnu,anglais,Motion pictures,Description non disponible,1929,http://books.google.com/books?id=bqdTmrsnKCEC&dq=book&hl=&source=gbs_api
The Missionary Review of the World,Inconnu,anglais,Missions,Description non disponible,1903,http://books.google.com/books?id=L7Q2b6yZbYwC&dq=book&hl=&source=gbs_api
The Parliamentary Debates (Hansard).,Great Britain. Parliament. House of Lords,anglais,Great Britain,Contains the 4th session of the 28th Parliament through the session of the Parliament.,1999,http://books.google.com/books?id=hG1VNVcjYIUC&dq=book&hl=&source=gbs_api
Library Office Notes,University of Illinois at Urbana-Champaign. Library,anglais,Academic libraries,Description non disponible,1980,http://books.google.com/books?id=22qf8q0UlM4C&dq=book&hl=&source=gbs_api
Minutes of State Board of Education,California. State Board of Education,anglais,Education,Description non disponible,1964,http://books.google.com/books?id=Qdejb7r1xikC&dq=book&hl=&source=gbs_api
Stock Investing For Dummies,Paul Mladjenovic,anglais,Business & Economics,"The stock market has always been a centerpiece of the American financial scene. With a balanced portfolio that includes stocks you can make a relatively quick profit or save for retirement—if you know what you’re doing. Whether you’re a beginner that wants to take a crash course on stock investing or you’re already a stock investor who would like to review your current situation, Stock Investing For Dummies has valuable lessons to offer. Stock Investing For Dummies will give you a realistic approach to making money in stocks. It offers the essence of sound, practical stock investing strategies and insights that have been market tested and proven from nearly a hundred years of stock market history. This book will help you succeed not only in up markets, but also in down markets. Easy-to-follow and reassuring, this guide will make you a better-informed investor through an exploration of: What stocks are and why you should invest in them How to create a successful stock portfolio The best ways to invest: conservative, aggressive, long-term, short-term Information gathering techniques you can use to research stocks before you invest in them Investing for growth versus income How to analyze industries, companies, and stocks Minimizing the tax on your capital gains Knowing when not to invest How to choose the right broker Bull markets and bear markets come and go, but the informed investor can keep making money no matter what. Packed with tips for building wealth and holding on to it, Stock Investing For Dummies will show you how to buy and sell with confidence in no time!",2002,http://books.google.com/books?id=4O9Zn5ngWiUC&dq=book&hl=&source=gbs_api
The Delineator,Inconnu,anglais,Dressmaking,Description non disponible,1908,http://books.google.com/books?id=2-uC9e0C_2gC&dq=book&hl=&source=gbs_api
Municipal Engineering,Inconnu,anglais,Municipal engineering,Description non disponible,1902,http://books.google.com/books?id=YbBqtM4I3XcC&dq=book&hl=&source=gbs_api
Use of the Library by Graduate Students,Peyton Hurt,anglais,Academic libraries,Description non disponible,1933,http://books.google.com/books?id=SlBqQ8ZsE5EC&dq=book&hl=&source=gbs_api
Economic Perspectives,Inconnu,anglais,Banks and banking,Description non disponible,1981,http://books.google.com/books?id=jp_F0fVdJzQC&dq=book&hl=&source=gbs_api
The American Printer,Inconnu,anglais,Bookbinding,Description non disponible,1917,http://books.google.com/books?id=qQXSvpQKeocC&dq=book&hl=&source=gbs_api
Business,Inconnu,anglais,Accounting,Description non disponible,1910,http://books.google.com/books?id=fkO4UJ7kOlUC&dq=book&hl=&source=gbs_api
Yearbook Architecture,Inconnu,anglais,College yearbooks,Description non disponible,1951,http://books.google.com/books?id=0O2egpmdSJ4C&dq=book&hl=&source=gbs_api
Encyclopaedia of Religion and Ethics,"James Hastings, John Alexander Selbie, Louis Herbert Gray",anglais,Ethics,Description non disponible,1917,http://books.google.com/books?id=KKPqvd_wAt8C&dq=book&hl=&source=gbs_api
Sunset,Inconnu,anglais,California,Description non disponible,1925,http://books.google.com/books?id=KTR9TptKB_cC&dq=book&hl=&source=gbs_api
Dictionary Catalogue of the Illinois State Library,Illinois State Library,anglais,"Catalogs, Dictionary",Description non disponible,1912,http://books.google.com/books?id=aqzBXni4jvEC&dq=book&hl=&source=gbs_api
Thinking in C++,Bruce Eckel,anglais,Computers,CD-ROM contains: basic introductory seminar on the C concepts necessary to understand C++ or Java.,2000,http://books.google.com/books?id=dSzHnI1QGywC&dq=book&hl=&source=gbs_api
Journal of the House of Delegates of the Commonwealth of Virginia,Virginia. General Assembly. House of Delegates,anglais,Virginia,Description non disponible,1932,http://books.google.com/books?id=sDSRn2tocvMC&dq=book&hl=&source=gbs_api
Northwest Musical Herald,Inconnu,anglais,Music,Description non disponible,1928,http://books.google.com/books?id=th6_6oTrn0MC&dq=book&hl=&source=gbs_api
The Epistle of Paul the apostle to the Ephesians,John Owen Farquhar Murray,anglais,Bible,Description non disponible,1914,http://books.google.com/books?id=SBCNqfIayyMC&dq=book&hl=&source=gbs_api
National Union Catalog,Inconnu,anglais,Union catalogs,Includes entries for maps and atlases.,1956,http://books.google.com/books?id=iNlzV1EwgWUC&dq=book&hl=&source=gbs_api
Herald of Gospel Liberty,Elias Smith,anglais,Theology,Description non disponible,1903,http://books.google.com/books?id=hqsU4Y9D84gC&dq=book&hl=&source=gbs_api
Bucolica et Georgica,Virgil,anglais,Non spécifié,Description non disponible,1916,http://books.google.com/books?id=0C-QUekWVJgC&dq=book&hl=&source=gbs_api
Geographical Teacher,Inconnu,anglais,Geography,Description non disponible,1944,http://books.google.com/books?id=RFZUJ7SeaZAC&dq=book&hl=&source=gbs_api
Educational Administration Abstracts,Inconnu,anglais,Industrial relations,Description non disponible,2003,http://books.google.com/books?id=2BbYPHzkzXUC&dq=book&hl=&source=gbs_api
Parliamentary Debates,Great Britain. Parliament. House of Commons,anglais,Great Britain,Description non disponible,1968,http://books.google.com/books?id=8_ZGu9_7rBQC&dq=book&hl=&source=gbs_api
"Philippine Holdings in the Library of Congress, 1960-1987",Library of Congress,anglais,Philippines,Description non disponible,1993,http://books.google.com/books?id=qfHJq7rx0bwC&dq=book&hl=&source=gbs_api
Monographic Series,Library of Congress,anglais,Monographic series,Description non disponible,1975,http://books.google.com/books?id=OaxPW6Z02EkC&dq=book&hl=&source=gbs_api
Housing,London County Council,anglais,Housing,Description non disponible,1924,http://books.google.com/books?id=0_Yylw1cC_EC&dq=book&hl=&source=gbs_api
Antiques,Inconnu,anglais,Antiques,Description non disponible,1926,http://books.google.com/books?id=Spe3p7USi-oC&dq=book&hl=&source=gbs_api
Stenographer and Phonographic World,Inconnu,anglais,Business education,Description non disponible,1913,http://books.google.com/books?id=EBaTbMDlUwIC&dq=book&hl=&source=gbs_api
Herald and Presbyter,Inconnu,anglais,Non spécifié,Description non disponible,1914,http://books.google.com/books?id=qDTEY0R1SMcC&dq=book&hl=&source=gbs_api
Contract Record and Engineering Review,Inconnu,anglais,Non spécifié,Description non disponible,1912,http://books.google.com/books?id=oaxi-SMm0g0C&dq=book&hl=&source=gbs_api
Educational Media and Technology Yearbook,Inconnu,anglais,Educational technology,Description non disponible,1992,http://books.google.com/books?id=R2pRXZBtsU4C&dq=book&hl=&source=gbs_api
WLA,Inconnu,anglais,"Vietnam War, 1961-1975",Description non disponible,2010,http://books.google.com/books?id=WFEVFWU4-EMC&dq=book&hl=&source=gbs_api
The W.B.A. Review,Inconnu,anglais,Women,Description non disponible,1919,http://books.google.com/books?id=HEp_U8eiMhoC&dq=book&hl=&source=gbs_api
Choice,Inconnu,anglais,Academic libraries,Description non disponible,1964,http://books.google.com/books?id=o5A6b1NlZXwC&dq=book&hl=&source=gbs_api
Science,John Michels (Journalist),anglais,Science,Description non disponible,2001,http://books.google.com/books?id=oxgTTHGMgCEC&dq=book&hl=&source=gbs_api
Ontario. Canada. Department of Agriculture. Annual Report,Inconnu,anglais,Non spécifié,Description non disponible,1905,http://books.google.com/books?id=L8SCRdxHKKYC&dq=book&hl=&source=gbs_api
Merchants Trade Journal,Inconnu,anglais,Department stores,Description non disponible,1914,http://books.google.com/books?id=VYv-Nc6HmWwC&dq=book&hl=&source=gbs_api
The Congregationalist and Christian World,Inconnu,anglais,Congregational churches,Description non disponible,1907,http://books.google.com/books?id=HMG-PlpPYckC&dq=book&hl=&source=gbs_api
Journal of the American Institute of Architects,Inconnu,anglais,Architecture,Description non disponible,1915,http://books.google.com/books?id=4A0OoTl0jG8C&dq=book&hl=&source=gbs_api
English Translations of Homer,Douglas Bush,anglais,Non spécifié,Description non disponible,1926,http://books.google.com/books?id=aPDVBZRsaJYC&dq=book&hl=&source=gbs_api
Reports of the Public Service Commission of the State of Missouri,Missouri Public Service Commission,anglais,Public utilities,Description non disponible,1918,http://books.google.com/books?id=7RGf-8m6HpgC&dq=book&hl=&source=gbs_api
The Athenaeum,Inconnu,anglais,Non spécifié,Description non disponible,1913,http://books.google.com/books?id=FuNwhz6K26kC&dq=book&hl=&source=gbs_api
The Musical Times,Inconnu,anglais,Music,Description non disponible,1908,http://books.google.com/books?id=NWxKZQwF_50C&dq=book&hl=&source=gbs_api
Library Instruction,University of the State of New York,anglais,Library orientation,Description non disponible,1933,http://books.google.com/books?id=uULnrw0lFiAC&dq=book&hl=&source=gbs_api
Poor's,Inconnu,anglais,Public utilities,Description non disponible,1929,http://books.google.com/books?id=DBhjISKnTnEC&dq=book&hl=&source=gbs_api
The Gas Engine,Inconnu,anglais,Engines,Description non disponible,1908,http://books.google.com/books?id=NES6rog-Lj4C&dq=book&hl=&source=gbs_api
"Jones v. Ireland, 225 MICH 467 (1923)",Inconnu,anglais,Non spécifié,115,1923,http://books.google.com/books?id=UirxrRab2xoC&dq=book&hl=&source=gbs_api
"""Renaissance,""",Holger Drachmann,anglais,Non spécifié,Description non disponible,1908,http://books.google.com/books?id=dh-nVEca-B4C&dq=book&hl=&source=gbs_api
The Roman Catholic Church in Italy,Alexander Robertson,anglais,Non spécifié,Description non disponible,1904,http://books.google.com/books?id=1qVo_EZvP1QC&dq=book&hl=&source=gbs_api
"People v. Cook, 223 MICH 291 (1923)",Inconnu,anglais,Non spécifié,109,1923,http://books.google.com/books?id=1udfYCPscxMC&dq=book&hl=&source=gbs_api
"A Manual of the Writings in Middle English, 1050-1400","John Edwin Wells, Connecticut Academy of Arts and Sciences",anglais,English literature,Description non disponible,1916,http://books.google.com/books?id=ymBqKT__N4QC&dq=book&hl=&source=gbs_api
Journal of the National Dental Association,Inconnu,anglais,Non spécifié,Includes the proceedings.,1918,http://books.google.com/books?id=kNsCVwfYB3oC&dq=book&hl=&source=gbs_api
Chicago Railway Equipment Company V. Blair,Inconnu,anglais,Non spécifié,Description non disponible,1927,http://books.google.com/books?id=RnGDOr6KRJAC&dq=book&hl=&source=gbs_api
Dry Goods Merchants Trade Journal,Inconnu,anglais,Department stores,Description non disponible,1926,http://books.google.com/books?id=LioDICeOclkC&dq=book&hl=&source=gbs_api
Curriculum Planning for Parents and Children,Sharon M. Strom,anglais,Education,Description non disponible,2004,http://books.google.com/books?id=c8WOpWyEPxQC&dq=book&hl=&source=gbs_api
"Biennial Report of the State Librarian, and Catalogue of the State Library",Oregon. Supreme Court. Library,anglais,Law libraries,Description non disponible,1914,http://books.google.com/books?id=75PXID7o5csC&dq=book&hl=&source=gbs_api
The Industrial Digest,Inconnu,anglais,Business,Description non disponible,1926,http://books.google.com/books?id=LztHZQuP4oMC&dq=book&hl=&source=gbs_api
Confederate Veteran,Inconnu,anglais,Confederate States of America,Description non disponible,1924,http://books.google.com/books?id=tTel1K-9b-sC&dq=book&hl=&source=gbs_api
Private Libraries in Renaissance England: PLRE 87-112,"Robert J. Fehrenbach, E. S. Leedham-Green, Joseph Black",anglais,Book collecting,Description non disponible,1992,http://books.google.com/books?id=OVlustcJuAQC&dq=book&hl=&source=gbs_api
A Complete Latin-English and English-Latin Dictionary,John Tahourdin White,anglais,Non spécifié,Description non disponible,1878,https://play.google.com/store/books/details?id=t4S3FKVdV0gC&source=gbs_api
Five Thousand Quotations for All Occasions,Lewis C. Henry,anglais,"Quotations, English",Description non disponible,1945,http://books.google.com/books?id=egroFGlX5i4C&dq=book&hl=&source=gbs_api
